Index,Timestamp,GPU_ID,Die_ID,Operation,Tile_ID
0,1762137457297869444,0,0,LOAD,0
1,1762137457297885838,0,0,LOAD,1
2,1762137457297896307,0,0,LOAD,2
3,1762137457297903435,0,0,LOAD,3
4,1762137457297910459,0,0,LOAD,0
5,1762137457297916110,0,0,LOAD,1
6,1762137457297921192,0,0,LOAD,2
7,1762137457297926240,0,0,LOAD,3
8,1762137457297931104,0,0,LOAD,0
9,1762137457297936043,0,0,LOAD,1
10,1762137457297940736,0,0,LOAD,2
11,1762137457297946061,0,0,LOAD,3
12,1762137457297951097,0,0,LOAD,0
13,1762137457297955850,0,0,LOAD,1
14,1762137457297960456,0,0,LOAD,2
15,1762137457297965113,0,0,LOAD,3
16,1762137457297973423,0,0,LOAD,0
17,1762137457297978568,0,0,LOAD,1
18,1762137457297983267,0,0,LOAD,2
19,1762137457297987993,0,0,LOAD,3
20,1762137457297992824,0,0,LOAD,0
21,1762137457297997564,0,0,LOAD,1
22,1762137457298002423,0,0,LOAD,2
23,1762137457298007133,0,0,LOAD,3
24,1762137457298011788,0,0,LOAD,0
25,1762137457298016596,0,0,LOAD,1
26,1762137457298021775,0,0,LOAD,2
27,1762137457298026624,0,0,LOAD,3
28,1762137457298031404,0,0,LOAD,0
29,1762137457298037451,0,0,LOAD,1
30,1762137457298042099,0,0,LOAD,2
31,1762137457298046759,0,0,LOAD,3
32,1762137457299220874,0,0,STORE,0
33,1762137457299229812,0,0,STORE,1
34,1762137457299236634,0,0,STORE,2
35,1762137457299242645,0,0,STORE,3
36,1762137457299248555,0,0,STORE,0
37,1762137457299255437,0,0,STORE,1
38,1762137457299260397,0,0,STORE,2
39,1762137457299265055,0,0,STORE,3
40,1762137457299269870,0,0,STORE,0
41,1762137457299274555,0,0,STORE,1
42,1762137457299279353,0,0,STORE,2
43,1762137457299285502,0,0,STORE,3
44,1762137457299290541,0,0,STORE,0
45,1762137457299295301,0,0,STORE,1
46,1762137457299300090,0,0,STORE,2
47,1762137457299304705,0,0,STORE,3
48,1762137457299309586,0,0,STORE,0
49,1762137457299314436,0,0,STORE,1
50,1762137457299319193,0,0,STORE,2
51,1762137457299323889,0,0,STORE,3
52,1762137457299328829,0,0,STORE,0
53,1762137457299333534,0,0,STORE,1
54,1762137457299338311,0,0,STORE,2
55,1762137457299342946,0,0,STORE,3
56,1762137457299347732,0,0,STORE,0
57,1762137457299353678,0,0,STORE,1
58,1762137457299358727,0,0,STORE,2
59,1762137457299363649,0,0,STORE,3
60,1762137457299368308,0,0,STORE,0
61,1762137457299373054,0,0,STORE,1
62,1762137457299377685,0,0,STORE,2
63,1762137457299382408,0,0,STORE,3
64,1762137457298052849,1,0,LOAD,0
65,1762137457298058237,1,0,LOAD,1
66,1762137457298063045,1,0,LOAD,2
67,1762137457298067972,1,0,LOAD,3
68,1762137457298072889,1,0,LOAD,0
69,1762137457298077761,1,0,LOAD,1
70,1762137457298082373,1,0,LOAD,2
71,1762137457298086997,1,0,LOAD,3
72,1762137457298091715,1,0,LOAD,0
73,1762137457298096424,1,0,LOAD,1
74,1762137457298102129,1,0,LOAD,2
75,1762137457298106884,1,0,LOAD,3
76,1762137457298111620,1,0,LOAD,0
77,1762137457298116230,1,0,LOAD,1
78,1762137457298120775,1,0,LOAD,2
79,1762137457298125411,1,0,LOAD,3
80,1762137457298130268,1,0,LOAD,0
81,1762137457298134941,1,0,LOAD,1
82,1762137457298139523,1,0,LOAD,2
83,1762137457298144160,1,0,LOAD,3
84,1762137457298148880,1,0,LOAD,0
85,1762137457298153448,1,0,LOAD,1
86,1762137457298158022,1,0,LOAD,2
87,1762137457298176440,1,0,LOAD,3
88,1762137457298181112,1,0,LOAD,0
89,1762137457298186452,1,0,LOAD,1
90,1762137457298191350,1,0,LOAD,2
91,1762137457298195989,1,0,LOAD,3
92,1762137457298200668,1,0,LOAD,0
93,1762137457298205222,1,0,LOAD,1
94,1762137457298209747,1,0,LOAD,2
95,1762137457298214355,1,0,LOAD,3
96,1762137457299387701,1,0,STORE,0
97,1762137457299392589,1,0,STORE,1
98,1762137457299397312,1,0,STORE,2
99,1762137457299402093,1,0,STORE,3
100,1762137457299407007,1,0,STORE,0
101,1762137457299411850,1,0,STORE,1
102,1762137457299417698,1,0,STORE,2
103,1762137457299422363,1,0,STORE,3
104,1762137457299427191,1,0,STORE,0
105,1762137457299431827,1,0,STORE,1
106,1762137457299436597,1,0,STORE,2
107,1762137457299441235,1,0,STORE,3
108,1762137457299446049,1,0,STORE,0
109,1762137457299450673,1,0,STORE,1
110,1762137457299455385,1,0,STORE,2
111,1762137457299460118,1,0,STORE,3
112,1762137457299464983,1,0,STORE,0
113,1762137457299469738,1,0,STORE,1
114,1762137457299474382,1,0,STORE,2
115,1762137457299480195,1,0,STORE,3
116,1762137457299485059,1,0,STORE,0
117,1762137457299489733,1,0,STORE,1
118,1762137457299494404,1,0,STORE,2
119,1762137457299499074,1,0,STORE,3
120,1762137457299503801,1,0,STORE,0
121,1762137457299508641,1,0,STORE,1
122,1762137457299513494,1,0,STORE,2
123,1762137457299518078,1,0,STORE,3
124,1762137457299522817,1,0,STORE,0
125,1762137457299527413,1,0,STORE,1
126,1762137457299532085,1,0,STORE,2
127,1762137457299536635,1,0,STORE,3
128,1762137457298219732,2,0,LOAD,0
129,1762137457298224536,2,0,LOAD,1
130,1762137457298229313,2,0,LOAD,2
131,1762137457298233970,2,0,LOAD,3
132,1762137457298238780,2,0,LOAD,0
133,1762137457298244629,2,0,LOAD,1
134,1762137457298249370,2,0,LOAD,2
135,1762137457298254012,2,0,LOAD,3
136,1762137457298258771,2,0,LOAD,0
137,1762137457298263383,2,0,LOAD,1
138,1762137457298268015,2,0,LOAD,2
139,1762137457298272652,2,0,LOAD,3
140,1762137457298277369,2,0,LOAD,0
141,1762137457298282073,2,0,LOAD,1
142,1762137457298286696,2,0,LOAD,2
143,1762137457298291292,2,0,LOAD,3
144,1762137457298296115,2,0,LOAD,0
145,1762137457298300805,2,0,LOAD,1
146,1762137457298306473,2,0,LOAD,2
147,1762137457298311247,2,0,LOAD,3
148,1762137457298315975,2,0,LOAD,0
149,1762137457298320650,2,0,LOAD,1
150,1762137457298325277,2,0,LOAD,2
151,1762137457298329864,2,0,LOAD,3
152,1762137457298334533,2,0,LOAD,0
153,1762137457298339182,2,0,LOAD,1
154,1762137457298343813,2,0,LOAD,2
155,1762137457298348436,2,0,LOAD,3
156,1762137457298353150,2,0,LOAD,0
157,1762137457298357755,2,0,LOAD,1
158,1762137457298362378,2,0,LOAD,2
159,1762137457298367959,2,0,LOAD,3
160,1762137457299563407,2,0,STORE,0
161,1762137457299569842,2,0,STORE,1
162,1762137457299574936,2,0,STORE,2
163,1762137457299579873,2,0,STORE,3
164,1762137457299584848,2,0,STORE,0
165,1762137457299589650,2,0,STORE,1
166,1762137457299594358,2,0,STORE,2
167,1762137457299599136,2,0,STORE,3
168,1762137457299604021,2,0,STORE,0
169,1762137457299608643,2,0,STORE,1
170,1762137457299613285,2,0,STORE,2
171,1762137457299617864,2,0,STORE,3
172,1762137457299622498,2,0,STORE,0
173,1762137457299627231,2,0,STORE,1
174,1762137457299632908,2,0,STORE,2
175,1762137457299637572,2,0,STORE,3
176,1762137457299642570,2,0,STORE,0
177,1762137457299647269,2,0,STORE,1
178,1762137457299651983,2,0,STORE,2
179,1762137457299656746,2,0,STORE,3
180,1762137457299661505,2,0,STORE,0
181,1762137457299666045,2,0,STORE,1
182,1762137457299670642,2,0,STORE,2
183,1762137457299675253,2,0,STORE,3
184,1762137457299679902,2,0,STORE,0
185,1762137457299684511,2,0,STORE,1
186,1762137457299689306,2,0,STORE,2
187,1762137457299696055,2,0,STORE,3
188,1762137457299700877,2,0,STORE,0
189,1762137457299705492,2,0,STORE,1
190,1762137457299710126,2,0,STORE,2
191,1762137457299714692,2,0,STORE,3
192,1762137457298373146,3,0,LOAD,0
193,1762137457298377906,3,0,LOAD,1
194,1762137457298382613,3,0,LOAD,2
195,1762137457298387259,3,0,LOAD,3
196,1762137457298392002,3,0,LOAD,0
197,1762137457298396586,3,0,LOAD,1
198,1762137457298401086,3,0,LOAD,2
199,1762137457298405722,3,0,LOAD,3
200,1762137457298410334,3,0,LOAD,0
201,1762137457298414918,3,0,LOAD,1
202,1762137457298419581,3,0,LOAD,2
203,1762137457298424149,3,0,LOAD,3
204,1762137457298430529,3,0,LOAD,0
205,1762137457298435142,3,0,LOAD,1
206,1762137457298439733,3,0,LOAD,2
207,1762137457298444298,3,0,LOAD,3
208,1762137457298449119,3,0,LOAD,0
209,1762137457298453821,3,0,LOAD,1
210,1762137457298458421,3,0,LOAD,2
211,1762137457298463029,3,0,LOAD,3
212,1762137457298467728,3,0,LOAD,0
213,1762137457298472373,3,0,LOAD,1
214,1762137457298477084,3,0,LOAD,2
215,1762137457298481672,3,0,LOAD,3
216,1762137457298486887,3,0,LOAD,0
217,1762137457298491800,3,0,LOAD,1
218,1762137457298497469,3,0,LOAD,2
219,1762137457298502120,3,0,LOAD,3
220,1762137457298506853,3,0,LOAD,0
221,1762137457298511397,3,0,LOAD,1
222,1762137457298516034,3,0,LOAD,2
223,1762137457298520617,3,0,LOAD,3
224,1762137457299719757,3,0,STORE,0
225,1762137457299724589,3,0,STORE,1
226,1762137457299729284,3,0,STORE,2
227,1762137457299734020,3,0,STORE,3
228,1762137457299738753,3,0,STORE,0
229,1762137457299743507,3,0,STORE,1
230,1762137457299748057,3,0,STORE,2
231,1762137457299752650,3,0,STORE,3
232,1762137457299759102,3,0,STORE,0
233,1762137457299763738,3,0,STORE,1
234,1762137457299768300,3,0,STORE,2
235,1762137457299772768,3,0,STORE,3
236,1762137457299777514,3,0,STORE,0
237,1762137457299782129,3,0,STORE,1
238,1762137457299786775,3,0,STORE,2
239,1762137457299791376,3,0,STORE,3
240,1762137457299796254,3,0,STORE,0
241,1762137457299800867,3,0,STORE,1
242,1762137457299805550,3,0,STORE,2
243,1762137457299810131,3,0,STORE,3
244,1762137457299814914,3,0,STORE,0
245,1762137457299820861,3,0,STORE,1
246,1762137457299825537,3,0,STORE,2
247,1762137457299830229,3,0,STORE,3
248,1762137457299835341,3,0,STORE,0
249,1762137457299840347,3,0,STORE,1
250,1762137457299845098,3,0,STORE,2
251,1762137457299849665,3,0,STORE,3
252,1762137457299854421,3,0,STORE,0
253,1762137457299859043,3,0,STORE,1
254,1762137457299863683,3,0,STORE,2
255,1762137457299868184,3,0,STORE,3
256,1762137457298525928,4,0,LOAD,0
257,1762137457298530682,4,0,LOAD,1
258,1762137457298535323,4,0,LOAD,2
259,1762137457298540016,4,0,LOAD,3
260,1762137457298544691,4,0,LOAD,0
261,1762137457298549279,4,0,LOAD,1
262,1762137457298553971,4,0,LOAD,2
263,1762137457298560006,4,0,LOAD,3
264,1762137457298564701,4,0,LOAD,0
265,1762137457298569283,4,0,LOAD,1
266,1762137457298573864,4,0,LOAD,2
267,1762137457298578443,4,0,LOAD,3
268,1762137457298583170,4,0,LOAD,0
269,1762137457298587763,4,0,LOAD,1
270,1762137457298592469,4,0,LOAD,2
271,1762137457298597141,4,0,LOAD,3
272,1762137457298601949,4,0,LOAD,0
273,1762137457298606533,4,0,LOAD,1
274,1762137457298611081,4,0,LOAD,2
275,1762137457298615628,4,0,LOAD,3
276,1762137457298621691,4,0,LOAD,0
277,1762137457298626306,4,0,LOAD,1
278,1762137457298630961,4,0,LOAD,2
279,1762137457298635634,4,0,LOAD,3
280,1762137457298640370,4,0,LOAD,0
281,1762137457298645093,4,0,LOAD,1
282,1762137457298649784,4,0,LOAD,2
283,1762137457298654363,4,0,LOAD,3
284,1762137457298659071,4,0,LOAD,0
285,1762137457298663603,4,0,LOAD,1
286,1762137457298668283,4,0,LOAD,2
287,1762137457298672821,4,0,LOAD,3
288,1762137457299873277,4,0,STORE,0
289,1762137457299878087,4,0,STORE,1
290,1762137457299882758,4,0,STORE,2
291,1762137457299888684,4,0,STORE,3
292,1762137457299893401,4,0,STORE,0
293,1762137457299898064,4,0,STORE,1
294,1762137457299902662,4,0,STORE,2
295,1762137457299907250,4,0,STORE,3
296,1762137457299912000,4,0,STORE,0
297,1762137457299916659,4,0,STORE,1
298,1762137457299921342,4,0,STORE,2
299,1762137457299925883,4,0,STORE,3
300,1762137457299930534,4,0,STORE,0
301,1762137457299935148,4,0,STORE,1
302,1762137457299939714,4,0,STORE,2
303,1762137457299944234,4,0,STORE,3
304,1762137457299951398,4,0,STORE,0
305,1762137457299956123,4,0,STORE,1
306,1762137457299960771,4,0,STORE,2
307,1762137457299965366,4,0,STORE,3
308,1762137457299970017,4,0,STORE,0
309,1762137457299974781,4,0,STORE,1
310,1762137457299979394,4,0,STORE,2
311,1762137457299984030,4,0,STORE,3
312,1762137457299988754,4,0,STORE,0
313,1762137457299993390,4,0,STORE,1
314,1762137457299997998,4,0,STORE,2
315,1762137457300002590,4,0,STORE,3
316,1762137457300007257,4,0,STORE,0
317,1762137457300012865,4,0,STORE,1
318,1762137457300017577,4,0,STORE,2
319,1762137457300022231,4,0,STORE,3
320,1762137457298677762,5,0,LOAD,0
321,1762137457298683609,5,0,LOAD,1
322,1762137457298688319,5,0,LOAD,2
323,1762137457298693030,5,0,LOAD,3
324,1762137457298697796,5,0,LOAD,0
325,1762137457298702345,5,0,LOAD,1
326,1762137457298706930,5,0,LOAD,2
327,1762137457298711646,5,0,LOAD,3
328,1762137457298716381,5,0,LOAD,0
329,1762137457298721056,5,0,LOAD,1
330,1762137457298725657,5,0,LOAD,2
331,1762137457298730314,5,0,LOAD,3
332,1762137457298735008,5,0,LOAD,0
333,1762137457298739603,5,0,LOAD,1
334,1762137457298744340,5,0,LOAD,2
335,1762137457298750265,5,0,LOAD,3
336,1762137457298755028,5,0,LOAD,0
337,1762137457298759724,5,0,LOAD,1
338,1762137457298764279,5,0,LOAD,2
339,1762137457298768830,5,0,LOAD,3
340,1762137457298773450,5,0,LOAD,0
341,1762137457298778058,5,0,LOAD,1
342,1762137457298782671,5,0,LOAD,2
343,1762137457298787219,5,0,LOAD,3
344,1762137457298791952,5,0,LOAD,0
345,1762137457298796545,5,0,LOAD,1
346,1762137457298801138,5,0,LOAD,2
347,1762137457298805709,5,0,LOAD,3
348,1762137457298811674,5,0,LOAD,0
349,1762137457298816207,5,0,LOAD,1
350,1762137457298820993,5,0,LOAD,2
351,1762137457298825685,5,0,LOAD,3
352,1762137457300027255,5,0,STORE,0
353,1762137457300032196,5,0,STORE,1
354,1762137457300036872,5,0,STORE,2
355,1762137457300041504,5,0,STORE,3
356,1762137457300047704,5,0,STORE,0
357,1762137457300052429,5,0,STORE,1
358,1762137457300056949,5,0,STORE,2
359,1762137457300061532,5,0,STORE,3
360,1762137457300066159,5,0,STORE,0
361,1762137457300070740,5,0,STORE,1
362,1762137457300076299,5,0,STORE,2
363,1762137457300080942,5,0,STORE,3
364,1762137457300092937,5,0,STORE,0
365,1762137457300100833,5,0,STORE,1
366,1762137457300106199,5,0,STORE,2
