Index,Timestamp,GPU_ID,Die_ID,Operation,Tile_ID
367,1762137457300110965,5,0,STORE,3
368,1762137457300115964,5,0,STORE,0
369,1762137457300120670,5,0,STORE,1
370,1762137457300125197,5,0,STORE,2
371,1762137457300129755,5,0,STORE,3
372,1762137457300134584,5,0,STORE,0
373,1762137457300139168,5,0,STORE,1
374,1762137457300143805,5,0,STORE,2
375,1762137457300148336,5,0,STORE,3
376,1762137457300154663,5,0,STORE,0
377,1762137457300159399,5,0,STORE,1
378,1762137457300164060,5,0,STORE,2
379,1762137457300168590,5,0,STORE,3
380,1762137457300173288,5,0,STORE,0
381,1762137457300177879,5,0,STORE,1
382,1762137457300182414,5,0,STORE,2
383,1762137457300186976,5,0,STORE,3
384,1762137457298830782,6,0,LOAD,0
385,1762137457298835415,6,0,LOAD,1
386,1762137457298840161,6,0,LOAD,2
387,1762137457298844874,6,0,LOAD,3
388,1762137457298849543,6,0,LOAD,0
389,1762137457298854108,6,0,LOAD,1
390,1762137457298858782,6,0,LOAD,2
391,1762137457298863370,6,0,LOAD,3
392,1762137457298868018,6,0,LOAD,0
393,1762137457298873838,6,0,LOAD,1
394,1762137457298878411,6,0,LOAD,2
395,1762137457298883015,6,0,LOAD,3
396,1762137457298887685,6,0,LOAD,0
397,1762137457298892246,6,0,LOAD,1
398,1762137457298896857,6,0,LOAD,2
399,1762137457298901441,6,0,LOAD,3
400,1762137457298906131,6,0,LOAD,0
401,1762137457298910730,6,0,LOAD,1
402,1762137457298915376,6,0,LOAD,2
403,1762137457298920021,6,0,LOAD,3
404,1762137457298924742,6,0,LOAD,0
405,1762137457298929261,6,0,LOAD,1
406,1762137457298936046,6,0,LOAD,2
407,1762137457298940695,6,0,LOAD,3
408,1762137457298945423,6,0,LOAD,0
409,1762137457298950059,6,0,LOAD,1
410,1762137457298954792,6,0,LOAD,2
411,1762137457298959619,6,0,LOAD,3
412,1762137457298964293,6,0,LOAD,0
413,1762137457298968949,6,0,LOAD,1
414,1762137457298991165,6,0,LOAD,2
415,1762137457298998232,6,0,LOAD,3
416,1762137457300192248,6,0,STORE,0
417,1762137457300197226,6,0,STORE,1
418,1762137457300202082,6,0,STORE,2
419,1762137457300206672,6,0,STORE,3
420,1762137457300211445,6,0,STORE,0
421,1762137457300217436,6,0,STORE,1
422,1762137457300222135,6,0,STORE,2
423,1762137457300226788,6,0,STORE,3
424,1762137457300231511,6,0,STORE,0
425,1762137457300236182,6,0,STORE,1
426,1762137457300240861,6,0,STORE,2
427,1762137457300245370,6,0,STORE,3
428,1762137457300250046,6,0,STORE,0
429,1762137457300254649,6,0,STORE,1
430,1762137457300259298,6,0,STORE,2
431,1762137457300263869,6,0,STORE,3
432,1762137457300268629,6,0,STORE,0
433,1762137457300273303,6,0,STORE,1
434,1762137457300278932,6,0,STORE,2
435,1762137457300283590,6,0,STORE,3
436,1762137457300288277,6,0,STORE,0
437,1762137457300292900,6,0,STORE,1
438,1762137457300297478,6,0,STORE,2
439,1762137457300301993,6,0,STORE,3
440,1762137457300306702,6,0,STORE,0
441,1762137457300311458,6,0,STORE,1
442,1762137457300316150,6,0,STORE,2
443,1762137457300320683,6,0,STORE,3
444,1762137457300325355,6,0,STORE,0
445,1762137457300329923,6,0,STORE,1
446,1762137457300334515,6,0,STORE,2
447,1762137457300340097,6,0,STORE,3
448,1762137457299004379,7,0,LOAD,0
449,1762137457299009673,7,0,LOAD,1
450,1762137457299014524,7,0,LOAD,2
451,1762137457299019244,7,0,LOAD,3
452,1762137457299025981,7,0,LOAD,0
453,1762137457299030717,7,0,LOAD,1
454,1762137457299035534,7,0,LOAD,2
455,1762137457299040256,7,0,LOAD,3
456,1762137457299045043,7,0,LOAD,0
457,1762137457299049693,7,0,LOAD,1
458,1762137457299054274,7,0,LOAD,2
459,1762137457299058886,7,0,LOAD,3
460,1762137457299063653,7,0,LOAD,0
461,1762137457299068231,7,0,LOAD,1
462,1762137457299072875,7,0,LOAD,2
463,1762137457299077501,7,0,LOAD,3
464,1762137457299082398,7,0,LOAD,0
465,1762137457299088194,7,0,LOAD,1
466,1762137457299092699,7,0,LOAD,2
467,1762137457299097365,7,0,LOAD,3
468,1762137457299102101,7,0,LOAD,0
469,1762137457299106625,7,0,LOAD,1
470,1762137457299111255,7,0,LOAD,2
471,1762137457299116787,7,0,LOAD,3
472,1762137457299121962,7,0,LOAD,0
473,1762137457299126640,7,0,LOAD,1
474,1762137457299134101,7,0,LOAD,2
475,1762137457299139521,7,0,LOAD,3
476,1762137457299144831,7,0,LOAD,0
477,1762137457299150047,7,0,LOAD,1
478,1762137457299200582,7,0,LOAD,2
479,1762137457299208545,7,0,LOAD,3
480,1762137457300345135,7,0,STORE,0
481,1762137457300349996,7,0,STORE,1
482,1762137457300354719,7,0,STORE,2
483,1762137457300359403,7,0,STORE,3
484,1762137457300364177,7,0,STORE,0
485,1762137457300368835,7,0,STORE,1
486,1762137457300373588,7,0,STORE,2
487,1762137457300378118,7,0,STORE,3
488,1762137457300383567,7,0,STORE,0
489,1762137457300391148,7,0,STORE,1
490,1762137457300397685,7,0,STORE,2
491,1762137457300404820,7,0,STORE,3
492,1762137457300411696,7,0,STORE,0
493,1762137457300419961,7,0,STORE,1
494,1762137457300426877,7,0,STORE,2
495,1762137457300433635,7,0,STORE,3
496,1762137457300441413,7,0,STORE,0
497,1762137457300449714,7,0,STORE,1
498,1762137457300456516,7,0,STORE,2
499,1762137457300461292,7,0,STORE,3
500,1762137457300466060,7,0,STORE,0
501,1762137457300470721,7,0,STORE,1
502,1762137457300475999,7,0,STORE,2
503,1762137457300480999,7,0,STORE,3
504,1762137457300486135,7,0,STORE,0
505,1762137457300490801,7,0,STORE,1
506,1762137457300497382,7,0,STORE,2
507,1762137457300502155,7,0,STORE,3
508,1762137457300506775,7,0,STORE,0
509,1762137457300511343,7,0,STORE,1
510,1762137457300516117,7,0,STORE,2
511,1762137457300520745,7,0,STORE,3
512,1762137457300531421,0,0,LOAD,0
513,1762137457300537412,0,0,LOAD,1
514,1762137457300542585,0,0,LOAD,2
515,1762137457300547541,0,0,LOAD,3
516,1762137457300552405,0,0,LOAD,0
517,1762137457300557072,0,0,LOAD,1
518,1762137457300561663,0,0,LOAD,2
519,1762137457300567726,0,0,LOAD,3
520,1762137457300572514,0,0,LOAD,0
521,1762137457300577148,0,0,LOAD,1
522,1762137457300581677,0,0,LOAD,2
523,1762137457300586379,0,0,LOAD,3
524,1762137457300591076,0,0,LOAD,0
525,1762137457300595697,0,0,LOAD,1
526,1762137457300600359,0,0,LOAD,2
527,1762137457300604925,0,0,LOAD,3
528,1762137457300609749,0,0,LOAD,0
529,1762137457300614404,0,0,LOAD,1
530,1762137457300619004,0,0,LOAD,2
531,1762137457300623699,0,0,LOAD,3
532,1762137457300629814,0,0,LOAD,0
533,1762137457300634528,0,0,LOAD,1
534,1762137457300639122,0,0,LOAD,2
535,1762137457300643725,0,0,LOAD,3
536,1762137457300648425,0,0,LOAD,0
537,1762137457300653027,0,0,LOAD,1
538,1762137457300657695,0,0,LOAD,2
539,1762137457300662388,0,0,LOAD,3
540,1762137457300670184,0,0,LOAD,0
541,1762137457300678225,0,0,LOAD,1
542,1762137457300686516,0,0,LOAD,2
543,1762137457300691228,0,0,LOAD,3
544,1762137457301828864,0,0,STORE,0
545,1762137457301834484,0,0,STORE,1
546,1762137457301839423,0,0,STORE,2
547,1762137457301846463,0,0,STORE,3
548,1762137457301851416,0,0,STORE,0
549,1762137457301856214,0,0,STORE,1
550,1762137457301860953,0,0,STORE,2
551,1762137457301865660,0,0,STORE,3
552,1762137457301870407,0,0,STORE,0
553,1762137457301875147,0,0,STORE,1
554,1762137457301879695,0,0,STORE,2
555,1762137457301884404,0,0,STORE,3
556,1762137457301889178,0,0,STORE,0
557,1762137457301897033,0,0,STORE,1
558,1762137457301905187,0,0,STORE,2
559,1762137457301911438,0,0,STORE,3
560,1762137457301918034,0,0,STORE,0
561,1762137457301922776,0,0,STORE,1
562,1762137457301927463,0,0,STORE,2
563,1762137457301932013,0,0,STORE,3
564,1762137457301936774,0,0,STORE,0
565,1762137457301941384,0,0,STORE,1
566,1762137457301945961,0,0,STORE,2
567,1762137457301950633,0,0,STORE,3
568,1762137457301955260,0,0,STORE,0
569,1762137457301959933,0,0,STORE,1
570,1762137457301964691,0,0,STORE,2
571,1762137457301969420,0,0,STORE,3
572,1762137457301974104,0,0,STORE,0
573,1762137457301979740,0,0,STORE,1
574,1762137457301984455,0,0,STORE,2
575,1762137457301989039,0,0,STORE,3
576,1762137457300696873,1,0,LOAD,0
577,1762137457300701665,1,0,LOAD,1
578,1762137457300707828,1,0,LOAD,2
579,1762137457300712631,1,0,LOAD,3
580,1762137457300717412,1,0,LOAD,0
581,1762137457300722047,1,0,LOAD,1
582,1762137457300726772,1,0,LOAD,2
583,1762137457300731428,1,0,LOAD,3
584,1762137457300736102,1,0,LOAD,0
585,1762137457300740741,1,0,LOAD,1
586,1762137457300745366,1,0,LOAD,2
587,1762137457300750044,1,0,LOAD,3
588,1762137457300754679,1,0,LOAD,0
589,1762137457300759198,1,0,LOAD,1
590,1762137457300763859,1,0,LOAD,2
591,1762137457300769426,1,0,LOAD,3
592,1762137457300774299,1,0,LOAD,0
593,1762137457300778928,1,0,LOAD,1
594,1762137457300783524,1,0,LOAD,2
595,1762137457300788039,1,0,LOAD,3
596,1762137457300792784,1,0,LOAD,0
597,1762137457300797437,1,0,LOAD,1
598,1762137457300802107,1,0,LOAD,2
599,1762137457300806632,1,0,LOAD,3
600,1762137457300811273,1,0,LOAD,0
601,1762137457300815814,1,0,LOAD,1
602,1762137457300820325,1,0,LOAD,2
603,1762137457300824926,1,0,LOAD,3
604,1762137457300830569,1,0,LOAD,0
605,1762137457300835134,1,0,LOAD,1
606,1762137457300839669,1,0,LOAD,2
607,1762137457300846742,1,0,LOAD,3
608,1762137457301994126,1,0,STORE,0
609,1762137457301998982,1,0,STORE,1
610,1762137457302003718,1,0,STORE,2
611,1762137457302008387,1,0,STORE,3
612,1762137457302013154,1,0,STORE,0
613,1762137457302017797,1,0,STORE,1
614,1762137457302022503,1,0,STORE,2
615,1762137457302027065,1,0,STORE,3
616,1762137457302031789,1,0,STORE,0
617,1762137457302036544,1,0,STORE,1
618,1762137457302041200,1,0,STORE,2
619,1762137457302046711,1,0,STORE,3
620,1762137457302051551,1,0,STORE,0
621,1762137457302056193,1,0,STORE,1
622,1762137457302060883,1,0,STORE,2
623,1762137457302065583,1,0,STORE,3
624,1762137457302070394,1,0,STORE,0
625,1762137457302075088,1,0,STORE,1
626,1762137457302079771,1,0,STORE,2
627,1762137457302084396,1,0,STORE,3
628,1762137457302089168,1,0,STORE,0
629,1762137457302093769,1,0,STORE,1
630,1762137457302098480,1,0,STORE,2
631,1762137457302103054,1,0,STORE,3
632,1762137457302108940,1,0,STORE,0
633,1762137457302113703,1,0,STORE,1
634,1762137457302118308,1,0,STORE,2
635,1762137457302122843,1,0,STORE,3
636,1762137457302127557,1,0,STORE,0
637,1762137457302132155,1,0,STORE,1
638,1762137457302136858,1,0,STORE,2
639,1762137457302141460,1,0,STORE,3
640,1762137457300855333,2,0,LOAD,0
641,1762137457300862555,2,0,LOAD,1
642,1762137457300867340,2,0,LOAD,2
643,1762137457300871890,2,0,LOAD,3
644,1762137457300876644,2,0,LOAD,0
645,1762137457300881325,2,0,LOAD,1
646,1762137457300885953,2,0,LOAD,2
647,1762137457300890621,2,0,LOAD,3
648,1762137457300895310,2,0,LOAD,0
649,1762137457300902361,2,0,LOAD,1
650,1762137457300907091,2,0,LOAD,2
651,1762137457300911718,2,0,LOAD,3
652,1762137457300916355,2,0,LOAD,0
653,1762137457300921064,2,0,LOAD,1
654,1762137457300925716,2,0,LOAD,2
655,1762137457300930356,2,0,LOAD,3
656,1762137457300935154,2,0,LOAD,0
657,1762137457300939789,2,0,LOAD,1
658,1762137457300944374,2,0,LOAD,2
659,1762137457300948937,2,0,LOAD,3
660,1762137457300953600,2,0,LOAD,0
661,1762137457300958135,2,0,LOAD,1
662,1762137457300962799,2,0,LOAD,2
663,1762137457300968364,2,0,LOAD,3
664,1762137457300973100,2,0,LOAD,0
665,1762137457300987495,2,0,LOAD,1
666,1762137457300996223,2,0,LOAD,2
667,1762137457301001305,2,0,LOAD,3
668,1762137457301006346,2,0,LOAD,0
669,1762137457301010945,2,0,LOAD,1
670,1762137457301015538,2,0,LOAD,2
671,1762137457301022011,2,0,LOAD,3
672,1762137457302146458,2,0,STORE,0
673,1762137457302151190,2,0,STORE,1
674,1762137457302155914,2,0,STORE,2
675,1762137457302160568,2,0,STORE,3
676,1762137457302165297,2,0,STORE,0
677,1762137457302170953,2,0,STORE,1
678,1762137457302175718,2,0,STORE,2
